filename,color,isTrashed,isPinned,isArchived,title,textContent,userEditedTimestampUsec,createdTimestampUsec,textContentHtml,labels,annotation_description,annotation_source,annotation_title,annotation_url
2025-08-17T12_30_10.675+03_00.json,DEFAULT,false,false,false,"","We are living we are living in a highway hotel, ",1755423010509000,1755423010509000,"<p dir=""ltr"" style=""line-height:1.38;margin-top:0.0pt;margin-bottom:0.0pt;""><span style=""font-size:7.2pt;font-family:'Google Sans';color:#000000;background-color:transparent;font-weight:400;font-style:normal;font-variant:normal;text-decoration:none;vertical-align:baseline;white-space:pre;white-space:pre-wrap;"">We are living we are living in a highway hotel, </span></p>",quote,"","","",""
